title,cat,valeur
OLDFIELD Mike 1973 Tubular Bells,person,0
OLDFIELD Mike 1973 Tubular Bells,top,0
ORIGINAL SAMPLE,artist,0
ORIGINAL SAMPLE,context,0
ORIGINAL SAMPLE,event,0
ORIGINAL SAMPLE,moment,0
ORIGINAL SAMPLE,mood,0
ORIGINAL SAMPLE,period,0
ORIGINAL SAMPLE,person,0
ORIGINAL SAMPLE,top,0
OST,artist,0
OST,context,0
OST,event,0
OST,genre,1
OST,moment,0
OST,mood,0
OST,period,0
OST,person,0
OST,top,0
Offsprings concert 2023,artist,1
Offsprings concert 2023,context,0
Offsprings concert 2023,event,1
Offsprings concert 2023,genre,0
Offsprings concert 2023,mood,0
Offsprings concert 2023,period,0
Offsprings concert 2023,person,0
Offsprings concert 2023,top,0
Oil Carter,artist,1
Oil Carter,context,0
Oil Carter,event,0
Oil Carter,genre,0
Oil Carter,moment,0
Oil Carter,mood,0
Oil Carter,period,0
Oil Carter,person,0
Oil Carter,top,0
Old Pop,artist,0
Old Pop,context,0
Old Pop,event,0
Old Pop,genre,1
Old Pop,moment,0
Old Pop,mood,0
Old Pop,period,1
Old Pop,person,0
Old Pop,top,0
Olympia 1973 - Maxime Le Forestier,artist,1
Olympia 1973 - Maxime Le Forestier,context,0
Olympia 1973 - Maxime Le Forestier,genre,0
Olympia 1973 - Maxime Le Forestier,moment,0
Olympia 1973 - Maxime Le Forestier,mood,0
Olympia 1973 - Maxime Le Forestier,period,0
Olympia 1973 - Maxime Le Forestier,person,0
Olympia 1973 - Maxime Le Forestier,top,0
Orange,context,0
Orange,event,0
Orange,genre,0
Orange,moment,0
Orange,mood,0
Orange,period,0
Orange,person,0
Orange,top,0
Orelsan les bests,artist,1
Orelsan les bests,context,0
Orelsan les bests,event,0
Orelsan les bests,genre,0
Orelsan les bests,moment,0
Orelsan les bests,mood,0
Orelsan les bests,period,0
Orelsan les bests,person,0
Orelsan les bests,top,1
P.O.D,artist,1
P.O.D,context,0
P.O.D,event,0
P.O.D,genre,0
P.O.D,moment,0
P.O.D,mood,0
P.O.D,period,0
P.O.D,person,0
P.O.D,top,0
PAIN,artist,0
PAIN,context,0
PAIN,event,0
PAIN,genre,0
PAIN,moment,0
PAIN,mood,1
PAIN,period,0
PAIN,person,0
PAIN,top,0
PATRICK RONDAT,artist,1
PATRICK RONDAT,context,0
PATRICK RONDAT,event,0
PATRICK RONDAT,genre,0
PATRICK RONDAT,moment,0
PATRICK RONDAT,mood,0
PATRICK RONDAT,period,0
PATRICK RONDAT,person,0
PATRICK RONDAT,top,0
PL du 29 dec 2012,artist,0
PL du 29 dec 2012,context,0
PL du 29 dec 2012,event,1
PL du 29 dec 2012,genre,0
PL du 29 dec 2012,moment,0
PL du 29 dec 2012,mood,0
PL du 29 dec 2012,period,0
PL du 29 dec 2012,person,0
PL du 29 dec 2012,top,0
PLANET 07 iles,artist,0
PLANET 07 iles,context,0
PLANET 07 iles,event,0
PLANET 07 iles,genre,0
PLANET 07 iles,moment,0
PLANET 07 iles,mood,0
PLANET 07 iles,period,0
PLANET 07 iles,person,0
PLANET 07 iles,top,0
PLAY 1,artist,0
PLAY 1,context,0
PLAY 1,event,0
PLAY 1,genre,0
PLAY 1,moment,0
PLAY 1,mood,0
PLAY 1,period,0
PLAY 1,person,0
PNL 💎,artist,1
PNL 💎,context,0
PNL 💎,event,0
PNL 💎,genre,0
PNL 💎,moment,0
PNL 💎,mood,0
PNL 💎,period,0
PNL 💎,person,0
PNL 💎,top,0
Pakita,artist,1
Pakita,context,0
Pakita,event,0
Pakita,genre,0
Pakita,moment,0
Pakita,mood,0
Pakita,period,0
Pakita,person,0
Pakita,top,0
Panic At The Disco,context,0
Panic At The Disco,event,0
Panic At The Disco,moment,0
Panic At The Disco,mood,0
Panic At The Disco,period,0
Panic At The Disco,person,0
Panic At The Disco,top,0
Papy blues,context,0
Papy blues,event,0
Papy blues,moment,0
Papy blues,mood,0
Papy blues,period,0
Papy blues,person,0
Papy blues,top,0
Paris 36,artist,0
Paris 36,context,0
Paris 36,event,0
Paris 36,moment,0
Paris 36,mood,0
Paris 36,period,0
Paris 36,person,0
Paris 36,top,0
Pascale picard,context,0
Pascale picard,event,0
Pascale picard,genre,0
Pascale picard,moment,0
Pascale picard,mood,0
Pascale picard,period,0
Pascale picard,top,0
Patrick hernandez,artist,1
Patrick hernandez,context,0
Patrick hernandez,event,0
Patrick hernandez,genre,0
Patrick hernandez,moment,0
Patrick hernandez,mood,0
Patrick hernandez,period,0
Patrick hernandez,person,0
Patrick hernandez,top,0
Pentatonix,artist,1
Pentatonix,context,0
Pentatonix,event,0
Pentatonix,genre,0
Pentatonix,moment,0
Pentatonix,mood,0
Pentatonix,period,0
Pentatonix,person,0
Pentatonix,top,0
Peter Tosh,artist,1
Peter Tosh,context,0
Peter Tosh,event,0
Peter Tosh,genre,0
Peter Tosh,moment,0
Peter Tosh,mood,0
Peter Tosh,period,0
Peter Tosh,person,0
Peter Tosh,top,0
Petit miel sucré caramélisé a l’ancienne,artist,0
Petit miel sucré caramélisé a l’ancienne,context,0
Petit miel sucré caramélisé a l’ancienne,event,0
Petit miel sucré caramélisé a l’ancienne,genre,0
Petit miel sucré caramélisé a l’ancienne,moment,0
Petit miel sucré caramélisé a l’ancienne,mood,1
Petit miel sucré caramélisé a l’ancienne,person,0
Philarmonie,artist,0
Philarmonie,context,0
Philarmonie,moment,0
Philarmonie,mood,0
Philarmonie,period,0
Philarmonie,person,0
Philarmonie,top,0
Phillips2000,artist,0
Phillips2000,context,0
Phillips2000,event,0
Phillips2000,genre,0
Phillips2000,moment,1
Phillips2000,mood,0
Phillips2000,period,0
Phillips2000,top,0
Phrases enfants Epikoi enkor,artist,0
Phrases enfants Epikoi enkor,context,0
Phrases enfants Epikoi enkor,event,0
Phrases enfants Epikoi enkor,genre,0
Phrases enfants Epikoi enkor,moment,0
Phrases enfants Epikoi enkor,mood,0
Phrases enfants Epikoi enkor,period,0
Phrases enfants Epikoi enkor,top,0
Piano 4 Mains,artist,0
Piano 4 Mains,event,0
Piano 4 Mains,genre,1
Piano 4 Mains,moment,0
Piano 4 Mains,mood,0
Piano 4 Mains,period,0
Piano 4 Mains,person,0
Piano 4 Mains,top,0
Piano Jazz,artist,0
Piano Jazz,context,0
Piano Jazz,event,0
Piano Jazz,genre,1
Piano Jazz,moment,0
Piano Jazz,mood,0
Piano Jazz,period,0
Piano Jazz,person,0
Piano Jazz,top,0
Pictures at an Exhibition (Bernstein),artist,1
Pictures at an Exhibition (Bernstein),context,0
Pictures at an Exhibition (Bernstein),event,0
Pictures at an Exhibition (Bernstein),genre,0
Pictures at an Exhibition (Bernstein),moment,0
Pictures at an Exhibition (Bernstein),mood,0
Pictures at an Exhibition (Bernstein),period,0
Pictures at an Exhibition (Bernstein),person,0
Pictures at an Exhibition (Bernstein),top,0
Pierrick Cold Mix,artist,0
Pierrick Cold Mix,context,0
Pierrick Cold Mix,event,0
Pierrick Cold Mix,genre,0
Pierrick Cold Mix,moment,0
Pierrick Cold Mix,mood,0
Pierrick Cold Mix,period,0
Pierrick Cold Mix,person,1
Pierrick Cold Mix,top,0
Pierrick Instant Mix,artist,0
Pierrick Instant Mix,context,0
Pierrick Instant Mix,event,0
Pierrick Instant Mix,genre,0
Pierrick Instant Mix,moment,0
Pierrick Instant Mix,mood,0
Pierrick Instant Mix,period,0
Pierrick Instant Mix,person,1
Pierrick Instant Mix,top,0
Pignato 2,artist,0
Pignato 2,context,0
Pignato 2,event,0
Pignato 2,genre,0
Pignato 2,moment,0
Pignato 2,mood,0
Pignato 2,period,0
Pignato 2,person,0
Pignato 2,top,0
Pilouzic2023,artist,0
Pilouzic2023,context,0
Pilouzic2023,genre,0
Pilouzic2023,moment,0
Pilouzic2023,mood,0
Pilouzic2023,period,0
Pilouzic2023,person,0
Pilouzic2023,top,0
Plaisir,artist,0
Plaisir,context,0
Plaisir,event,0
Plaisir,genre,0
Plaisir,moment,0
Plaisir,mood,1
Plaisir,period,0
Plaisir,person,0
Plaisir,top,0
Play 5,artist,0
Play 5,context,0
Play 5,event,0
Play 5,genre,0
Play 5,moment,0
Play 5,mood,0
Play 5,period,0
Play 5,person,0
Playlist 50 ans 🎉🍾,artist,0
Playlist 50 ans 🎉🍾,context,0
Playlist 50 ans 🎉🍾,event,1
Playlist 50 ans 🎉🍾,genre,0
Playlist 50 ans 🎉🍾,moment,0
Playlist 50 ans 🎉🍾,mood,0
Playlist 50 ans 🎉🍾,period,0
Playlist 50 ans 🎉🍾,person,0
Playlist 50 ans 🎉🍾,top,0
Playlist ete 2022,artist,0
Playlist ete 2022,context,0
Playlist ete 2022,event,0
Playlist ete 2022,genre,0
Playlist ete 2022,moment,1
Playlist ete 2022,mood,0
Playlist ete 2022,period,0
Playlist ete 2022,person,0
Playlist ete 2022,top,0
Podcasts Anglais,artist,0
Podcasts Anglais,context,0
Podcasts Anglais,event,0
Podcasts Anglais,moment,0
Podcasts Anglais,mood,0
Podcasts Anglais,period,0
Podcasts Anglais,person,0
Podcasts Anglais,top,0
Pop douce pour travailler,artist,0
Pop douce pour travailler,context,1
Pop douce pour travailler,event,0
Pop douce pour travailler,genre,1
Pop douce pour travailler,moment,0
Pop douce pour travailler,period,0
Pop douce pour travailler,person,0
Pop douce pour travailler,top,0
Poupies,context,0
Poupies,event,0
Poupies,genre,0
Poupies,moment,0
Poupies,mood,0
Poupies,period,0
Poupies,person,0
Poupies,top,0
Pour Mix,artist,0
Pour Mix,event,0
Pour Mix,genre,0
Pour Mix,moment,0
Pour Mix,mood,0
Pour Mix,period,0
Pour Mix,person,0
Pour Mix,top,0
Pour mes 50 ans,artist,0
Pour mes 50 ans,context,0
Pour mes 50 ans,event,1
Pour mes 50 ans,genre,0
Pour mes 50 ans,moment,0
Pour mes 50 ans,mood,0
Pour mes 50 ans,period,0
Pour mes 50 ans,person,0
Pour mes 50 ans,top,0
Pour s'endormir,artist,0
Pour s'endormir,context,1
Pour s'endormir,event,0
Pour s'endormir,genre,0
Pour s'endormir,moment,0
Pour s'endormir,mood,0
Pour s'endormir,period,0
Pour s'endormir,person,0
Pour s'endormir,top,0
Prince,artist,1
Prince,context,0
Prince,event,0
Prince,genre,0
Prince,moment,0
Prince,mood,0
Prince,period,0
Prince,person,0
Prince,top,0
Projet Gym,artist,0
Projet Gym,context,1
Projet Gym,event,0
Projet Gym,genre,0
Projet Gym,moment,0
Projet Gym,mood,0
Projet Gym,period,0
Projet Gym,person,0
Projet Gym,top,0
Projet ML,artist,0
Projet ML,genre,0
Projet ML,moment,0
Projet ML,mood,0
Projet ML,period,0
Projet ML,person,0
Projet ML,top,0
Punk français,artist,0
Punk français,context,0
Punk français,event,0
Punk français,genre,1
Punk français,moment,0
Punk français,mood,0
Punk français,period,0
Punk français,person,0
Punk français,top,0
Queen Mimosa 3/Apoplexie,artist,1
Queen Mimosa 3/Apoplexie,context,0
Queen Mimosa 3/Apoplexie,event,0
Queen Mimosa 3/Apoplexie,genre,0
Queen Mimosa 3/Apoplexie,moment,0
Queen Mimosa 3/Apoplexie,mood,0
Queen Mimosa 3/Apoplexie,period,0
Queen Mimosa 3/Apoplexie,person,0
Queen Mimosa 3/Apoplexie,top,0
Queens of the Stone Age,artist,1
Queens of the Stone Age,context,0
Queens of the Stone Age,event,0
Queens of the Stone Age,genre,0
Queens of the Stone Age,moment,0
Queens of the Stone Age,mood,0
Queens of the Stone Age,period,0
Queens of the Stone Age,person,0
Queens of the Stone Age,top,0
Quiet Hours,artist,0
Quiet Hours,context,1
Quiet Hours,event,0
Quiet Hours,genre,0
Quiet Hours,moment,0
Quiet Hours,period,0
Quiet Hours,person,0
Quiet Hours,top,0
R & Bi,artist,0
R & Bi,context,0
R & Bi,event,0
R & Bi,genre,1
R & Bi,moment,0
R & Bi,mood,0
R & Bi,period,0
R & Bi,person,0
R & Bi,top,0
R & C,artist,0
R & C,context,0
R & C,event,0
R & C,genre,0
R & C,moment,0
R & C,mood,0
R & C,period,0
R & C,person,0
R & C,top,0
R -JOUR DE TARTIFLETTE,artist,0
R -JOUR DE TARTIFLETTE,event,1
R -JOUR DE TARTIFLETTE,genre,0
R -JOUR DE TARTIFLETTE,moment,0
R -JOUR DE TARTIFLETTE,mood,0
R -JOUR DE TARTIFLETTE,period,0
R -JOUR DE TARTIFLETTE,person,0
R -JOUR DE TARTIFLETTE,top,0
RAFAEL,artist,0
RAFAEL,context,0
RAFAEL,event,0
RAFAEL,genre,0
RAFAEL,moment,0
RAFAEL,mood,0
RAFAEL,period,0
RAFAEL,person,1
RAFAEL,top,0
RAP US !,artist,0
RAP US !,context,0
RAP US !,event,0
RAP US !,genre,1
RAP US !,moment,0
RAP US !,mood,0
RAP US !,period,0
RAP US !,person,0
RAP US !,top,0
RAP-FUSION,artist,0
RAP-FUSION,context,0
RAP-FUSION,event,0
RAP-FUSION,genre,1
RAP-FUSION,moment,0
RAP-FUSION,mood,0
RAP-FUSION,period,0
RAP-FUSION,person,0
RAP-FUSION,top,0
ROLLER dance G-SLIDE,artist,0
ROLLER dance G-SLIDE,context,1
ROLLER dance G-SLIDE,event,0
ROLLER dance G-SLIDE,genre,0
ROLLER dance G-SLIDE,moment,0
ROLLER dance G-SLIDE,mood,0
ROLLER dance G-SLIDE,period,0
ROLLER dance G-SLIDE,person,0
ROLLER dance G-SLIDE,top,0
RYTHMO 35   House,artist,0
RYTHMO 35   House,context,0
RYTHMO 35   House,event,0
RYTHMO 35   House,genre,1
RYTHMO 35   House,moment,0
RYTHMO 35   House,mood,0
RYTHMO 35   House,period,0
RYTHMO 35   House,person,0
RYTHMO 35   House,top,0
Rap & Rnb,artist,0
Rap & Rnb,context,0
Rap & Rnb,event,0
Rap & Rnb,genre,1
Rap & Rnb,moment,0
Rap & Rnb,mood,0
Rap & Rnb,period,0
Rap & Rnb,person,0
Rap & Rnb,top,0
Rap 00's,artist,0
Rap 00's,context,0
Rap 00's,event,0
Rap 00's,genre,1
Rap 00's,moment,0
Rap 00's,mood,0
Rap 00's,period,1
Rap 00's,person,0
Rap 00's,top,0
Rap US old school,artist,0
Rap US old school,context,0
Rap US old school,event,0
Rap US old school,genre,1
Rap US old school,moment,0
Rap US old school,mood,0
Rap US old school,period,1
Rap US old school,person,0
Rap US old school,top,0
Rap 🤙🏼,artist,0
Rap 🤙🏼,context,0
Rap 🤙🏼,event,0
Rap 🤙🏼,genre,1
Rap 🤙🏼,moment,0
Rap 🤙🏼,mood,0
Rap 🤙🏼,period,0
Rap 🤙🏼,person,0
Rap 🤙🏼,top,0
Rap/R'n'B,artist,0
Rap/R'n'B,context,0
Rap/R'n'B,event,0
Rap/R'n'B,genre,1
Rap/R'n'B,moment,0
Rap/R'n'B,mood,0
Rap/R'n'B,period,0
Rap/R'n'B,person,0
Rap/R'n'B,top,0
Raphael Saadiq,artist,1
Raphael Saadiq,context,0
Raphael Saadiq,event,0
Raphael Saadiq,genre,0
Raphael Saadiq,moment,0
Raphael Saadiq,mood,0
Raphael Saadiq,period,0
Raphael Saadiq,person,0
Raphael Saadiq,top,0
Red Hot Chili Peppers,artist,1
Red Hot Chili Peppers,context,0
Red Hot Chili Peppers,event,0
Red Hot Chili Peppers,genre,0
Red Hot Chili Peppers,moment,0
Red Hot Chili Peppers,mood,0
Red Hot Chili Peppers,period,0
Red Hot Chili Peppers,person,0
Red Hot Chili Peppers,top,0
Regaeton,artist,0
Regaeton,context,0
Regaeton,event,0
Regaeton,genre,1
Regaeton,moment,0
Regaeton,mood,0
Regaeton,period,0
Regaeton,person,0
Regaeton,top,0
Relaxing,artist,0
Relaxing,event,0
Relaxing,genre,0
Relaxing,moment,0
Relaxing,period,0
Relaxing,person,0
Relaxing,top,0
Rem,artist,1
Rem,context,0
Rem,event,0
Rem,genre,0
Rem,moment,0
Rem,mood,0
Rem,period,0
Rem,person,0
Rem,top,0
Repas Chocolat,artist,0
Repas Chocolat,context,0
Repas Chocolat,genre,0
Repas Chocolat,moment,0
Repas Chocolat,mood,0
Repas Chocolat,period,0
Repas Chocolat,person,0
Repas Chocolat,top,0
Respire,artist,0
Respire,context,0
Respire,event,0
Respire,genre,0
Respire,moment,0
Respire,mood,1
Respire,period,0
Respire,person,0
Respire,top,0
Richard WAGNER - Tétralogie,artist,1
Richard WAGNER - Tétralogie,context,0
Richard WAGNER - Tétralogie,event,0
Richard WAGNER - Tétralogie,genre,0
Richard WAGNER - Tétralogie,moment,0
Richard WAGNER - Tétralogie,mood,0
Richard WAGNER - Tétralogie,period,0
Richard WAGNER - Tétralogie,person,0
Richard WAGNER - Tétralogie,top,0
Road to sunny,artist,0
Road to sunny,event,0
Road to sunny,genre,0
Road to sunny,moment,0
Road to sunny,mood,1
Road to sunny,period,0
Road to sunny,person,0
Road to sunny,top,0
Rock (newschool),artist,0
Rock (newschool),context,0
Rock (newschool),event,0
Rock (newschool),genre,1
Rock (newschool),moment,0
Rock (newschool),mood,0
Rock (newschool),person,0
Rock (newschool),top,0
Rock Chill,artist,0
Rock Chill,context,0
Rock Chill,event,0
Rock Chill,genre,1
Rock Chill,moment,0
Rock Chill,period,0
Rock Chill,person,0
Rock Chill,top,0
Rock alternatif,artist,0
Rock alternatif,context,0
Rock alternatif,event,0
Rock alternatif,genre,1
Rock alternatif,moment,0
Rock alternatif,mood,0
Rock alternatif,period,0
Rock alternatif,person,0
Rock alternatif,top,0
Rock de vioque,artist,0
Rock de vioque,context,0
Rock de vioque,event,0
Rock de vioque,genre,1
Rock de vioque,moment,0
Rock de vioque,mood,0
Rock de vioque,person,0
Rock de vioque,top,0
Rock en seine,artist,0
Rock en seine,context,0
Rock en seine,event,1
Rock en seine,genre,1
Rock en seine,moment,0
Rock en seine,mood,0
Rock en seine,period,0
Rock en seine,person,0
Rock en seine,top,0
Rock playlist,artist,0
Rock playlist,context,0
Rock playlist,event,0
Rock playlist,genre,1
Rock playlist,moment,0
Rock playlist,mood,0
Rock playlist,period,0
Rock playlist,person,0
Rock playlist,top,0
Rock pop,artist,0
Rock pop,context,0
Rock pop,event,0
Rock pop,genre,1
Rock pop,moment,0
Rock pop,mood,0
Rock pop,period,0
Rock pop,person,0
Rock pop,top,0
"Rock pour danser & Cie (salsa, danse en ligne...)",artist,0
"Rock pour danser & Cie (salsa, danse en ligne...)",context,1
"Rock pour danser & Cie (salsa, danse en ligne...)",event,0
"Rock pour danser & Cie (salsa, danse en ligne...)",genre,1
"Rock pour danser & Cie (salsa, danse en ligne...)",moment,0
"Rock pour danser & Cie (salsa, danse en ligne...)",mood,0
"Rock pour danser & Cie (salsa, danse en ligne...)",period,0
"Rock pour danser & Cie (salsa, danse en ligne...)",person,0
"Rock pour danser & Cie (salsa, danse en ligne...)",top,0
Rock 🍺,artist,0
Rock 🍺,event,0
Rock 🍺,genre,1
Rock 🍺,moment,0
Rock 🍺,mood,0
Rock 🍺,period,0
Rock 🍺,person,0
Rock 🍺,top,0
Rock!,artist,0
Rock!,context,0
Rock!,event,0
Rock!,genre,1
Rock!,moment,0
Rock!,mood,0
Rock!,period,0
Rock!,person,0
Rock!,top,0
"Rock, blues",artist,0
"Rock, blues",context,0
"Rock, blues",event,0
"Rock, blues",genre,1
"Rock, blues",moment,0
"Rock, blues",mood,0
"Rock, blues",period,0
"Rock, blues",person,0
"Rock, blues",top,0
Rock.1,artist,0
Rock.1,context,0
Rock.1,event,0
Rock.1,genre,1
Rock.1,moment,0
Rock.1,mood,0
Rock.1,period,0
Rock.1,person,0
Rock.1,top,0
Roline,artist,0
Roline,context,0
Roline,event,0
Roline,genre,0
Roline,moment,0
Roline,mood,0
Roline,period,0
Roline,top,0
Rolling baby!!,context,0
Rolling baby!!,event,0
Rolling baby!!,moment,0
Rolling baby!!,period,0
Rolling baby!!,person,0
Rolling baby!!,top,0
Roy ❤,artist,0
Roy ❤,context,0
Roy ❤,event,0
Roy ❤,genre,0
Roy ❤,moment,0
Roy ❤,mood,0
Roy ❤,period,0
Roy ❤,top,0
Running 58 min,artist,0
Running 58 min,context,1
Running 58 min,event,0
Running 58 min,genre,0
Running 58 min,moment,0
Running 58 min,mood,0
Running 58 min,period,0
Running 58 min,person,0
Running 58 min,top,0
"Running, cycling, sweating",artist,0
"Running, cycling, sweating",context,1
"Running, cycling, sweating",event,0
"Running, cycling, sweating",genre,0
"Running, cycling, sweating",moment,0
"Running, cycling, sweating",mood,0
"Running, cycling, sweating",period,0
"Running, cycling, sweating",person,0
"Running, cycling, sweating",top,0
S K-Hip Hop,artist,0
S K-Hip Hop,context,0
S K-Hip Hop,event,0
S K-Hip Hop,genre,1
S K-Hip Hop,moment,0
S K-Hip Hop,mood,0
S K-Hip Hop,period,0
S K-Hip Hop,person,0
S K-Hip Hop,top,0
S'entraîner à Chanter,artist,0
S'entraîner à Chanter,event,0
S'entraîner à Chanter,genre,0
S'entraîner à Chanter,moment,0
S'entraîner à Chanter,mood,0
S'entraîner à Chanter,period,0
S'entraîner à Chanter,person,0
S'entraîner à Chanter,top,0
SALOOOO,artist,0
SALOOOO,context,0
SALOOOO,event,0
SALOOOO,genre,0
SALOOOO,moment,0
SALOOOO,period,0
SALOOOO,person,0
SALOOOO,top,0
"SANDRA "" Reflections """,context,0
"SANDRA "" Reflections """,event,0
"SANDRA "" Reflections """,genre,0
"SANDRA "" Reflections """,moment,0
"SANDRA "" Reflections """,period,0
"SANDRA "" Reflections """,top,0
SEAT,artist,0
SEAT,context,0
SEAT,event,0
SEAT,genre,0
SEAT,moment,0
SEAT,mood,0
SEAT,period,0
SEAT,person,0
SEAT,top,0
SEVEN REIZH,artist,1
SEVEN REIZH,context,0
SEVEN REIZH,event,0
SEVEN REIZH,genre,0
SEVEN REIZH,moment,0
SEVEN REIZH,mood,0
SEVEN REIZH,period,0
SEVEN REIZH,person,0
SEVEN REIZH,top,0
SHATTA 🔥,artist,0
SHATTA 🔥,context,0
SHATTA 🔥,event,0
SHATTA 🔥,genre,1
SHATTA 🔥,moment,0
SHATTA 🔥,mood,0
SHATTA 🔥,period,0
SHATTA 🔥,person,0
SHATTA 🔥,top,0
SHOWER,artist,0
SHOWER,context,1
SHOWER,event,0
SHOWER,genre,0
SHOWER,moment,0
SHOWER,mood,0
SHOWER,period,0
SHOWER,person,0
SHOWER,top,0
SOPHIE evjf,artist,0
SOPHIE evjf,context,0
SOPHIE evjf,genre,0
SOPHIE evjf,moment,0
SOPHIE evjf,mood,0
SOPHIE evjf,period,0
SOPHIE evjf,person,1
SOPHIE evjf,top,0
STARTER 62,artist,0
STARTER 62,context,0
STARTER 62,genre,0
STARTER 62,moment,0
STARTER 62,mood,0
STARTER 62,period,0
STARTER 62,person,0
STARTER 62,top,0
SYNTH&TIC -- 80s en héritage,artist,0
SYNTH&TIC -- 80s en héritage,context,0
SYNTH&TIC -- 80s en héritage,event,0
SYNTH&TIC -- 80s en héritage,moment,0
SYNTH&TIC -- 80s en héritage,mood,0
SYNTH&TIC -- 80s en héritage,period,1
SYNTH&TIC -- 80s en héritage,person,0
SYNTH&TIC -- 80s en héritage,top,0
Saint Valentin 2023,artist,0
Saint Valentin 2023,context,0
Saint Valentin 2023,event,1
Saint Valentin 2023,genre,0
Saint Valentin 2023,moment,0
Saint Valentin 2023,mood,0
Saint Valentin 2023,period,0
Saint Valentin 2023,person,0
Saint Valentin 2023,top,0
Saint-Sylvestre-2016,artist,0
Saint-Sylvestre-2016,context,0
Saint-Sylvestre-2016,event,1
Saint-Sylvestre-2016,genre,0
Saint-Sylvestre-2016,moment,0
Saint-Sylvestre-2016,mood,0
Saint-Sylvestre-2016,period,0
Saint-Sylvestre-2016,person,0
Saint-Sylvestre-2016,top,0
Salim,context,0
Salim,event,0
Salim,genre,0
Salim,moment,0
Salim,mood,0
Salim,period,0
Salim,person,1
Salim,top,0
Salle de douche,artist,0
Salle de douche,context,1
Salle de douche,event,0
Salle de douche,genre,0
Salle de douche,moment,0
Salle de douche,mood,0
Salle de douche,period,0
Salle de douche,person,0
Salle de douche,top,0
Salsa 2019,artist,0
Salsa 2019,context,0
Salsa 2019,event,0
Salsa 2019,genre,1
Salsa 2019,moment,1
Salsa 2019,mood,0
Salsa 2019,period,0
Salsa 2019,person,0
Salsa 2019,top,0
Samia,context,0
Samia,event,0
Samia,genre,0
Samia,moment,0
Samia,mood,0
Samia,period,0
Samia,top,0
Sans voix...,artist,0
Sans voix...,context,0
Sans voix...,event,0
Sans voix...,moment,0
Sans voix...,mood,0
Sans voix...,period,0
Sans voix...,person,0
Say Nothing,artist,0
Say Nothing,context,0
Say Nothing,event,0
Say Nothing,genre,0
Say Nothing,moment,0
Say Nothing,period,0
Say Nothing,person,0
Say Nothing,top,0
Scott,artist,0
Scott,context,0
Scott,event,0
Scott,genre,0
Scott,moment,0
Scott,mood,0
Scott,period,0
Scott,top,0
Sea Shanties,artist,0
Sea Shanties,context,0
Sea Shanties,event,0
Sea Shanties,mood,0
Sea Shanties,period,0
Sea Shanties,person,0
Sea Shanties,top,0
Section de recherches,artist,1
Section de recherches,context,0
Section de recherches,event,0
Section de recherches,genre,0
Section de recherches,moment,0
Section de recherches,mood,0
Section de recherches,period,0
Section de recherches,person,0
Section de recherches,top,0
See You Again,context,0
See You Again,event,0
See You Again,genre,0
See You Again,moment,0
See You Again,mood,0
See You Again,period,0
See You Again,person,0
See You Again,top,0
Sejo,context,0
Sejo,event,0
Sejo,genre,0
Sejo,moment,0
Sejo,mood,0
Sejo,period,0
Sejo,top,0
Selec Jazz,artist,0
Selec Jazz,context,0
Selec Jazz,event,0
Selec Jazz,genre,1
Selec Jazz,moment,0
Selec Jazz,mood,0
Selec Jazz,period,0
Selec Jazz,person,0
Sentiments,artist,0
Sentiments,context,0
Sentiments,event,0
Sentiments,genre,0
Sentiments,moment,0
Sentiments,mood,1
Sentiments,period,0
Sentiments,person,0
Sentiments,top,0
Setlist Françoiz Breut ATBC 17 Nov 2022,artist,1
Setlist Françoiz Breut ATBC 17 Nov 2022,context,0
Setlist Françoiz Breut ATBC 17 Nov 2022,genre,0
Setlist Françoiz Breut ATBC 17 Nov 2022,moment,0
Setlist Françoiz Breut ATBC 17 Nov 2022,mood,0
Setlist Françoiz Breut ATBC 17 Nov 2022,period,0
Setlist Françoiz Breut ATBC 17 Nov 2022,person,0
Setlist Françoiz Breut ATBC 17 Nov 2022,top,0
Sex,artist,0
Sex,context,1
Sex,event,0
Sex,genre,0
Sex,moment,0
Sex,period,0
Sex,person,0
Sex,top,0
Shak,context,0
Shak,event,0
Shak,moment,0
Shak,mood,0
Shak,period,0
Shak,person,0
Shak,top,0
Shakira,artist,1
Shakira,context,0
Shakira,event,0
Shakira,genre,0
Shakira,moment,0
Shakira,mood,0
Shakira,period,0
Shakira,person,0
Shakira,top,0
Sidney Samson,artist,1
Sidney Samson,context,0
Sidney Samson,event,0
Sidney Samson,genre,0
Sidney Samson,moment,0
Sidney Samson,mood,0
Sidney Samson,period,0
Sidney Samson,person,0
Sidney Samson,top,0
Six,artist,0
Six,context,0
Six,event,0
Six,genre,0
Six,moment,0
Six,mood,0
Six,period,0
Six,person,0
Six,top,0
Sleeping Sheep,artist,0
Sleeping Sheep,event,0
Sleeping Sheep,genre,0
Sleeping Sheep,moment,0
Sleeping Sheep,mood,0
Sleeping Sheep,period,0
Sleeping Sheep,person,0
Sleeping Sheep,top,0
Slow Anniversaire Papa,artist,0
Slow Anniversaire Papa,context,0
Slow Anniversaire Papa,event,1
Slow Anniversaire Papa,moment,0
Slow Anniversaire Papa,mood,0
Slow Anniversaire Papa,period,0
Slow Anniversaire Papa,person,1
Slow Anniversaire Papa,top,0
Sofft,artist,0
Sofft,context,0
Sofft,event,0
Sofft,genre,0
Sofft,moment,0
Sofft,mood,1
Sofft,period,0
